"","tconst","title","year","runtime","genres","averageRating","numVotes","average_age"
"6656","tt0053882","The 3 Worlds of Gulliver","1960","99","Adventure,Family,Fantasy",6.5,2115,32.5
"6658","tt0053902","Heller in Pink Tights","1960","100","Action,Comedy,Romance",6.1,1085,40
"6660","tt0053917","Home from the Hill","1960","150","Drama,Romance",7.5,2578,32
"6663","tt0053925","House of Usher","1960","79","Drama,Horror",7,10570,45
"6666","tt0053935","Ice Cold in Alex","1958","130","Adventure,Drama,War",7.8,4560,47.3333333333333
"6669","tt0053946","Inherit the Wind","1960","128","Biography,Drama,History",8.2,24619,50.75
"6673","tt0053957","It Started in Naples","1960","100","Comedy,Drama",6.4,2093,43.6666666666667
"6676","tt0053967","The Young One","1960","95","Drama",7.5,2234,41.3333333333333
"6679","tt0053976","The Virgin Spring","1960","89","Drama",8.1,23640,31
"6680","tt0053987","The Steamroller and the Violin","1961","46","Drama",7.5,4726,33
"6681","tt0053994","Kidnapped","1960","97","Action,Adventure,Drama",6.7,1150,45.5
"6685","tt0054001","Inspector Palmu's Error","1960","109","Comedy,Crime,Mystery",8,1639,48
"6688","tt0054004","Black Cross","1960","166","Adventure,Drama,History",6.9,1493,49.5
"6690","tt0054016","The Last Voyage","1960","91","Drama",6.7,1691,43.6666666666667
"6696","tt0054017","Last Woman on Earth","1960","71","Drama,Horror,Mystery",4.8,1550,30.5
"6698","tt0054020","The Leech Woman","1960","77","Horror,Romance,Sci-Fi",4.4,1488,40
"6700","tt0054022","Let's Make Love","1960","119","Comedy,Musical,Romance",6.5,6027,37
"6703","tt0054033","The Little Shop of Horrors","1960","72","Comedy,Horror",6.3,14581,33
"6706","tt0054038","The Lost World","1960","97","Adventure,Fantasy,Sci-Fi",5.5,3175,51.6666666666667
"6709","tt0054042","Macario","1960","91","Drama,Fantasy,Mystery",8.4,2034,37.5
"6711","tt0054047","The Magnificent Seven","1960","128","Action,Adventure,Western",7.8,80745,38.5
"6715","tt0054067","Black Sunday","1960","87","Horror",7.3,11971,35.3333333333333
"6718","tt0054073","The Cloud-Capped Star","1960","126","Drama,Musical",8,1908,37
"6720","tt0054084","Midnight Lace","1960","103","Drama,Mystery,Thriller",6.8,4068,40.5
"6722","tt0054086","The Millionairess","1960","90","Comedy,Drama,Romance",5.5,1529,51.3333333333333
"6725","tt0054098","Mughal-E-Azam","1960","197","Drama,Romance,War",8.3,6153,46
"6727","tt0054099","Mill of the Stone Women","1960","96","Horror,Sci-Fi",6.7,1140,40.5
"6729","tt0054102","Murder, Inc.","1960","103","Biography,Crime,Drama",6.6,1092,36.6666666666667
"6732","tt0054127","North to Alaska","1960","122","Comedy,Romance,Western",7,6345,39.5
"6736","tt0054130","La Notte","1961","122","Drama",8,15305,39.5
"6738","tt0054135","Ocean's 11","1960","127","Comedy,Crime,Music",6.6,18249,40
"6742","tt0054144","When a Woman Ascends the Stairs","1960","111","Drama",8.2,3194,38.5
"6744","tt0054152","Our Man in Havana","1959","103","Comedy,Crime,Drama",7.2,4261,50.4
"6749","tt0054156","Paris Belongs to Us","1961","141","Mystery",6.9,1751,33.5
"6751","tt0054159","Passenger","1963","62","Drama,War",7.6,1303,40.5
"6753","tt0054167","Peeping Tom","1960","101","Crime,Drama,Horror",7.7,26981,32
"6754","tt0054177","Le Petit Soldat","1963","88","Drama,War",7.3,5232,30.5
"6756","tt0054188","Please Don't Eat the Daisies","1960","112","Comedy,Family,Romance",6.5,3636,50
"6757","tt0054189","Purple Noon","1960","118","Crime,Drama,Thriller",7.8,11857,34.6666666666667
"6760","tt0054195","Pollyanna","1960","134","Comedy,Drama,Family",7.4,8085,43.5
"6762","tt0054197","Portrait in Black","1960","112","Crime,Drama,Mystery",6.7,1094,45.5
"6764","tt0054198","Never on Sunday","1960","91","Comedy,Drama,Romance",7.3,4685,45.4
"6769","tt0054215","Psycho","1960","109","Horror,Mystery,Thriller",8.5,537503,28.5
"6771","tt0054225","Girl with a Suitcase","1961","121","Drama,Romance",7.7,1518,30
"6773","tt0054240","Orgy of the Dead","1965","92","Fantasy,Horror",2.8,2235,58
"6774","tt0054248","Rocco and His Brothers","1960","177","Crime,Drama,Sport",8.3,14316,26
"6776","tt0054269","Saturday Night and Sunday Morning","1960","89","Drama,Romance",7.6,6816,24
"6777","tt0054279","School for Scoundrels","1960","94","Comedy",7.5,2816,49.6666666666667
"6780","tt0054285","Atom Age Vampire","1960","107","Horror,Sci-Fi",3.7,1301,33
"6782","tt0054286","Seishun zankoku monogatari","1960","96","Crime,Drama",7,1762,28
"6784","tt0054292","Sergeant Rutledge","1960","111","Crime,Western",7.5,3508,40
"6786","tt0054295","Seven Thieves","1960","102","Crime,Drama",6.6,1081,49
"6789","tt0054310","Sink the Bismarck!","1960","97","Action,Drama,History",7.2,6303,45.6666666666667
"6792","tt0054326","Sons and Lovers","1960","103","Drama",7.3,1160,35.5
"6794","tt0054331","Spartacus","1960","197","Adventure,Biography,Drama",7.9,113265,52.6666666666667
"6797","tt0054333","The Spider's Web","1960","89","Horror",2.4,3410,48
"6799","tt0054345","Strangers When We Meet","1960","117","Drama,Romance",7.1,1662,42.5
"6801","tt0054353","The Sundowners","1960","133","Adventure,Drama",7.2,3454,41
"6803","tt0054357","Swiss Family Robinson","1960","126","Adventure,Family",7.2,12236,37.5
"6805","tt0054371","The 1,000 Eyes of Dr. Mabuse","1960","103","Crime,Mystery,Thriller",7.1,2539,48.6666666666667
"6808","tt0054377","Testament of Orpheus","1960","77","Biography",7.4,2384,38
"6810","tt0054387","The Time Machine","1960","103","Adventure,Romance,Sci-Fi",7.6,32950,37.6666666666667
"6813","tt0054389","Shoot the Piano Player","1960","81","Crime,Drama,Thriller",7.6,15489,36
"6814","tt0054393","Tormented","1960","75","Horror,Thriller",4.2,1905,48
"6815","tt0054407","Le Trou","1960","131","Crime,Drama,Thriller",8.5,12790,40.25
"6819","tt0054412","Tunes of Glory","1960","107","Drama",7.7,3104,47.6666666666667
"6822","tt0054416","The Two Faces of Dr. Jekyll","1960","88","Horror",6.5,2029,35.6666666666667
"6825","tt0054417","Two Way Stretch","1960","78","Comedy,Crime",7,1648,40.75
"6829","tt0054425","Taxi for Tobruk","1961","95","Drama,War",7.3,1373,37.75
"6833","tt0054428","The Unforgiven","1960","125","Drama,Romance,Western",6.7,6557,36
"6836","tt0054442","Il vigile","1960","104","Comedy",7.3,1018,49.5
"6838","tt0054443","Village of the Damned","1960","77","Horror,Sci-Fi",7.3,13276,50
"6841","tt0054446","Visit to a Small Planet","1960","85","Comedy,Sci-Fi",6.1,1001,37.3333333333333
"6844","tt0054452","La Vérité","1960","130","Drama",7.6,2311,46.3333333333333
"6847","tt0054453","The Wackiest Ship in the Army","1960","99","Comedy,Drama,War",6.3,1715,38.75
"6851","tt0054460","The Bad Sleep Well","1960","151","Crime,Drama,Thriller",8.1,9510,42
"6854","tt0054462","The Wasp Woman","1959","63","Horror,Sci-Fi",4.6,3389,41
"6856","tt0054469","Where the Boys Are","1960","99","Comedy,Drama,Romance",6.7,2109,23.5
"6858","tt0054473","Who Was That Lady?","1960","115","Comedy,Romance",6.8,1048,39
"6861","tt0054476","Wild River","1960","110","Drama,History,Romance",7.7,4274,36.5
"6863","tt0054483","The World of Suzie Wong","1960","126","Drama,Romance",7.1,1953,45
"6865","tt0054494","Zazie dans le Métro","1960","93","Comedy,Fantasy",7,4758,33.5
"6867","tt0054594","The Absent Minded Professor","1961","92","Comedy,Family,Sci-Fi",6.8,6509,39.3333333333333
"6870","tt0054599","Accattone","1961","117","Drama",7.8,6645,26
"6871","tt0054632","Last Year at Marienbad","1961","94","Drama,Mystery",7.9,17917,39.5
"6873","tt0054642","Atlantis: The Lost Continent","1961","90","Adventure,Sci-Fi",5.5,1361,32.3333333333333
"6876","tt0054649","Babes in Toyland","1960","106","Comedy,Family,Fantasy",6.3,3013,51
"6879","tt0054652","Bachelor in Paradise","1961","109","Comedy,Romance",6.3,1224,42.5
"6881","tt0054665","The Outrageous Baron Munchausen","1962","83","Adventure,Comedy,Fantasy",7.8,1509,40
"6884","tt0054673","The Beast of Yucca Flats","1961","54","Horror,Sci-Fi",2.2,9070,32
"6885","tt0054687","Blast of Silence","1961","77","Crime,Drama,Thriller",7.6,3394,32.3333333333333
"6888","tt0054691","Bloodlust!","1961","68","Horror,Thriller",3.2,1991,44.6666666666667
"6891","tt0054692","Blue Hawaii","1961","102","Comedy,Musical",6.1,4868,26
"6892","tt0054698","Breakfast at Tiffany's","1961","115","Comedy,Drama,Romance",7.7,151344,43
"6894","tt0054709","Pigs and Battleships","1961","108","Action,Comedy,Crime",7.6,1674,40.3333333333333
"6897","tt0054724","I Eat Your Skin","1971","92","Horror",3.3,1113,51.5
"6899","tt0054727","Carry on Regardless","1961","90","Comedy",6.1,1676,46
"6902","tt0054731","Cash on Demand","1961","89","Crime,Drama,Mystery",7.4,1055,43.25
"6906","tt0054743","The Children's Hour","1961","108","Drama,Romance",7.8,12871,33
"6907","tt0054749","Two Women","1960","100","Drama,War",7.9,8094,35.5
"6909","tt0054756","The Colossus of Rhodes","1961","127","Adventure,Drama,History",5.9,2567,40
"6912","tt0054757","The Comancheros","1961","107","Action,Adventure,Romance",6.9,7379,42.6666666666667
"6915","tt0054759","Come September","1961","112","Comedy,Romance",7.1,2846,30.5
"6917","tt0054768","Creature from the Haunted Sea","1961","63","Comedy,Horror",3.4,2322,33.3333333333333
"6920","tt0054777","The Curse of the Werewolf","1961","93","Horror",6.8,4644,36
"6922","tt0054790","The Day the Earth Caught Fire","1961","99","Drama,Romance,Sci-Fi",7.2,4115,39
"6925","tt0054795","The Deadly Companions","1961","93","Adventure,Western",6.1,1833,47.6666666666667
"6928","tt0054805","The Devil at 4 O'Clock","1961","126","Adventure,Drama,Thriller",6.5,1730,48
"6932","tt0054814","Don Camillo monsignore... ma non troppo","1961","109","Comedy",7,1496,59
"6934","tt0054821","Le Doulos","1962","108","Crime,Thriller",7.8,7843,43.75
"6938","tt0054847","El Cid","1961","182","Adventure,Biography,Drama",7.3,11697,41.5
"6940","tt0054850","Hercules in the Haunted World","1961","91","Adventure,Fantasy,Horror",6.4,1419,34
"6943","tt0054851","Hercules Conquers Atlantis","1961","101","Adventure,Fantasy",3.9,1125,32.3333333333333
"6946","tt0054853","The Errand Boy","1961","92","Comedy,Family",6.5,1628,47.5
"6950","tt0054866","Fanny","1961","134","Drama,Romance",7,1764,54.3333333333333
"6953","tt0054880","Flaming Creatures","1963","45","Comedy,Drama,Horror",4.9,1147,27
"6955","tt0054885","Flower Drum Song","1961","133","Comedy,Musical,Romance",7,2217,40.3333333333333
"6958","tt0054890","The Four Horsemen of the Apocalypse","1962","153","Drama,War",6.7,1773,53.3333333333333
"6961","tt0054936","Goodbye Again","1961","120","Drama,Romance",7.1,2163,34.5
"6963","tt0054938","Gorgo","1961","78","Action,Adventure,Drama",5.6,2773,34.75
"6967","tt0054944","Greyfriars Bobby: The True Story of a Dog","1961","87","Drama,Family",7.4,1088,66
"6971","tt0054949","War of the Buttons","1962","90","Comedy,Family",7.5,2176,44
"6973","tt0054953","The Guns of Navarone","1961","158","Action,Adventure,Drama",7.6,41966,47.5
"6977","tt0054988","Homicidal","1961","88","Horror,Mystery,Thriller",6.9,2526,44.5
"6979","tt0054989","The Honeymoon Machine","1961","87","Comedy,Romance",6.3,1059,29
"6981","tt0054997","The Hustler","1961","134","Drama,Sport",8,70522,38.3333333333333
"6984","tt0055018","The Innocents","1961","100","Horror",7.9,23583,43.5
"6986","tt0055019","The Intruder","1962","84","Drama",7.7,2335,41.6666666666667
"6989","tt0055031","Judgment at Nuremberg","1961","186","Drama,War",8.2,61706,52
"6992","tt0055032","Jules and Jim","1962","105","Drama,Romance",7.8,33366,35.5
"6994","tt0055038","Gas, Inspector Palmu!","1961","99","Comedy,Crime,Mystery",7.9,1296,44.3333333333333
"6997","tt0055047","King of Kings","1961","168","Biography,Drama,History",7.1,6253,40.6666666666667
"7000","tt0055052","The End of Summer","1961","103","Drama",8,3130,59
"7001","tt0055058","Konga","1961","90","Horror,Sci-Fi,Thriller",4,1095,35
"7003","tt0055069","The Ladies Man","1961","95","Comedy",6.5,3171,35
"7004","tt0055073","The Last Sunset","1961","112","Drama,Romance,Western",6.8,2450,45.6666666666667
"7007","tt0055082","Léon Morin, Priest","1961","117","Drama,Romance,War",7.7,3299,28
"7008","tt0055093","Lola","1961","90","Drama,Romance",7.6,4322,34.6666666666667
"7011","tt0055100","Lover Come Back","1961","107","Comedy,Drama,Romance",7.2,6217,38.5
"7013","tt0055139","The Manster","1959","73","Horror,Sci-Fi",5.4,1079,44.5
"7015","tt0055152","Master of the World","1961","102","Adventure,Sci-Fi",6,2481,53.6666666666667
"7018","tt0055153","Mother Joan of the Angels","1961","110","Drama,Horror,Mystery",7.7,2430,33
"7019","tt0055184","The Misfits","1961","125","Drama,Romance,Western",7.4,15624,50.5
"7021","tt0055198","Mothra","1961","101","Fantasy,Sci-Fi,Thriller",6.6,2973,33.5
"7023","tt0055200","Mr. Sardonicus","1961","89","Drama,Horror,Mystery",6.7,2232,48.6666666666667
"7026","tt0055205","Murder She Said","1961","87","Comedy,Crime,Drama",7.4,5569,50.5
"7028","tt0055207","Mysterious Island","1961","101","Adventure,Family,Fantasy",6.8,5755,34.6666666666667
"7031","tt0055230","Night Tide","1961","86","Horror,Thriller",6.4,1983,43
"7033","tt0055233","The Human Condition III: A Soldier's Prayer","1961","190","Drama,History,War",8.8,3921,27.5
"7035","tt0055254","101 Dalmatians","1961","79","Adventure,Animation,Comedy",7.2,137598,44
"7037","tt0055256","One, Two, Three","1961","104","Comedy",7.9,17672,45
"7039","tt0055257","One-Eyed Jacks","1961","141","Western",7.2,8655,43
"7041","tt0055277","The Parent Trap","1961","129","Comedy,Family,Romance",7.1,16963,57.5
"7043","tt0055278","Paris Blues","1961","98","Drama,Music,Romance",6.7,2248,43.3333333333333
"7046","tt0055294","The Phantom Planet","1961","82","Action,Adventure,Sci-Fi",3.4,2407,54.3333333333333
"7049","tt0055304","Pit and the Pendulum","1961","80","Drama,Horror,Mystery",7.1,11211,40
"7051","tt0055310","Placido","1961","85","Comedy,Drama",8.2,2252,38.6666666666667
"7054","tt0055312","Pocketful of Miracles","1961","136","Comedy,Drama",7.3,5379,49
"7056","tt0055353","A Raisin in the Sun","1961","128","Drama",8.1,6274,34
"7057","tt0055382","The Roman Spring of Mrs. Stone","1961","103","Drama,Romance",6.6,2213,24
"7058","tt0055399","Salvatore Giuliano","1962","123","Crime,Drama,History",7.4,2512,45
"7060","tt0055408","Santo vs. las mujeres vampiro","1962","89","Action,Horror",3.4,1043,40
"7062","tt0055452","The Sinister Urge","1960","71","Crime,Drama,Thriller",2.4,1249,49.75
"7066","tt0055464","Something Wild","1961","113","Drama",6.8,1063,41
"7067","tt0055471","Splendor in the Grass","1961","124","Drama,Romance",7.8,16086,30.5
"7069","tt0055489","Summer and Smoke","1961","118","Drama,Romance",7.7,1573,33
"7070","tt0055499","Through a Glass Darkly","1961","89","Drama",8.1,19870,34.6666666666667
"7073","tt0055505","Scream of Fear","1961","81","Horror,Thriller",7.4,3267,36
"7075","tt0055506","A Taste of Honey","1961","101","Drama",7.6,4183,29.5
"7077","tt0055508","Teen Kanya","1961","173","Comedy,Drama",8.1,1148,32
"7078","tt0055526","Tintin et le mystère de la Toison d'Or","1961","104","Adventure,Drama",6,1143,29
"7080","tt0055539","Town Without Pity","1961","105","Crime,Drama",7.3,1338,46
"7082","tt0055558","Two Rode Together","1961","109","Western",6.8,4734,50
"7084","tt0055562","Invasion of the Neptune Men","1961","75","Action,Sci-Fi",2,2369,22
"7085","tt0055571","Underworld U.S.A.","1961","99","Crime,Drama,Thriller",7.4,2347,40.5
"7087","tt0055572","A Woman Is a Woman","1961","85","Comedy,Drama,Romance",7.6,13214,27
"7090","tt0055597","Victim","1961","90","Drama",7.8,4399,48.3333333333333
"7093","tt0055601","Viridiana","1961","90","Comedy,Drama",8.2,19715,41.3333333333333
"7096","tt0055602","A Difficult Life","1961","118","Comedy,Drama,War",8.1,1231,43
"7098","tt0055608","Voyage to the Bottom of the Sea","1961","105","Action,Adventure,Sci-Fi",6.1,5087,60.5
"7100","tt0055614","West Side Story","1961","153","Crime,Drama,Musical",7.6,87652,25.6666666666667
"7103","tt0055618","Whistle Down the Wind","1961","99","Crime,Drama",7.8,2726,39
"7106","tt0055623","Wild in the Country","1961","114","Drama,Musical",6.5,1368,26
"7107","tt0055630","Yojimbo","1961","110","Action,Drama,Thriller",8.3,97767,41.3333333333333
"7110","tt0055633","The Young Savages","1961","103","Action,Crime,Drama",6.9,1859,47.5
"7112","tt0055719","The 300 Spartans","1962","114","Adventure,Drama,History",6.7,6220,43
"7115","tt0055728","Advise & Consent","1962","139","Drama,Thriller",7.8,5815,58.25
"7119","tt0055738","All Fall Down","1962","111","Drama",6.9,1513,37.5
"7121","tt0055747","Love at Twenty","1962","120","Drama,Romance",7.4,1811,18
"7122","tt0055774","Barabbas","1961","137","Adventure,Biography,Drama",7,5103,46.5
"7124","tt0055796","Billy Budd","1962","123","Adventure,Drama,War",7.9,3612,50
"7128","tt0055797","Billy Rose's Jumbo","1962","123","Comedy,Musical,Romance",6.3,1203,50
"7130","tt0055798","Birdman of Alcatraz","1962","147","Biography,Crime,Drama",7.8,14523,47
"7133","tt0055809","Boys' Night Out","1962","115","Comedy",6.7,1617,41.6666666666667
"7136","tt0055824","Cape Fear","1962","106","Drama,Thriller",7.8,23842,45.5
"7138","tt0055830","Carnival of Souls","1962","78","Horror,Mystery",7.2,17755,45
"7140","tt0055831","Carry on Cruising","1962","89","Comedy,Romance",6.1,2204,43
"7143","tt0055832","Cartouche","1962","114","Action,Adventure,Comedy",6.7,1954,44
"7146","tt0055844","Amphibian Man","1962","96","Drama,Romance,Sci-Fi",7.2,1885,37
"7149","tt0055850","Chushingura","1962","207","Action,Drama,History",7.8,1773,30.6666666666667
"7152","tt0055852","Cleo from 5 to 7","1962","90","Comedy,Drama,Music",8,12297,32
"7153","tt0055871","The Counterfeit Traitor","1962","140","Drama,Thriller,War",7.6,2133,48
"7156","tt0055884","Damn the Defiant!","1962","101","Action,Adventure,Drama",7.1,2081,46.25
"7160","tt0055892","David and Lisa","1962","95","Drama",7.3,2297,39.5
"7162","tt0055894","Invasion of the Triffids","1963","93","Horror,Sci-Fi",6.1,6670,41.5
"7164","tt0055895","Days of Wine and Roses","1962","117","Drama",7.9,10417,49.3333333333333
"7167","tt0055910","Sundays and Cybèle","1962","110","Drama",7.8,2525,38
"7169","tt0055913","Divorce Italian Style","1961","105","Comedy,Drama,Romance",8.2,10184,40.5
"7171","tt0055928","Dr. No","1962","110","Action,Adventure,Thriller",7.3,134353,43.3333333333333
"7174","tt0055946","Eegah","1962","90","Adventure,Comedy,Fantasy",2.2,5239,32
"7177","tt0055950","Electra","1962","110","Drama",7.7,1119,24
